nombre,tipos,generacion,categoria,habilidades,peso,altura,ps,ataque,defensa,ataque_s,defensa_s,velocidad,foto
Kommo-o,"Tipo dragón,Tipo lucha",Séptima generación,Escamas,"Antibalas,Insonorizar","78,2 kg","1,6 m",75,110,125,100,105,85,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/16/latest/20161014163219/Kommo-o.png/200px-Kommo-o.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/16/latest/20161014163219/Kommo-o.png/200px-Kommo-o.png"
Tapu Koko,"Tipo eléctrico,Tipo hada",Séptima generación,Dios nativo,Electrogénesis,"20,5 kg","1,8 m",70,115,85,95,75,130,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a2/latest/20160701140039/Tapu_Koko.png/200px-Tapu_Koko.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a2/latest/20160701140039/Tapu_Koko.png/200px-Tapu_Koko.png"
Tapu Lele,"Tipo psíquico,Tipo hada",Séptima generación,Dios nativo,Psicogénesis,"18,6 kg","1,2 m",70,85,75,130,115,95,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/19/latest/20161129011320/Tapu_Lele.png/200px-Tapu_Lele.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/19/latest/20161129011320/Tapu_Lele.png/200px-Tapu_Lele.png"
Tapu Bulu,"Tipo planta,Tipo hada",Séptima generación,Dios Nativo,Herbogénesis,"45,5 kg","1,9 m",70,130,115,85,95,75,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/02/latest/20161129020732/Tapu_Bulu.png/200px-Tapu_Bulu.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/02/latest/20161129020732/Tapu_Bulu.png/200px-Tapu_Bulu.png"
Tapu Fini,"Tipo agua,Tipo hada",Séptima generación,Dios nativo,Nebulogénesis,"21,2 kg","1,3 m",70,75,115,95,130,85,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/ee/latest/20161129021929/Tapu_Fini.png/200px-Tapu_Fini.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/ee/latest/20161129021929/Tapu_Fini.png/200px-Tapu_Fini.png"
Cosmog,Tipo psíquico,Séptima generación,Nebulosa,Ignorante,"0,1 kg","0,2 m",43,29,31,29,31,37,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e0/latest/20230628041536/Cosmog.png/200px-Cosmog.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e0/latest/20230628041536/Cosmog.png/200px-Cosmog.png"
Cosmoem,Tipo psíquico,Séptima generación,Protostrella,Robustez,"999,9 kg","0,1 m",43,29,131,29,131,37,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/55/latest/20190413002427/Cosmoem.png/200px-Cosmoem.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/55/latest/20190413002427/Cosmoem.png/200px-Cosmoem.png"
Solgaleo,"Tipo psíquico,Tipo acero",Séptima generación,Corona solar,Guardia metálica,"230,0 kg","3,4 m",137,137,107,113,89,97,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a2/latest/20160602134424/Solgaleo.png/200px-Solgaleo.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a2/latest/20160602134424/Solgaleo.png/200px-Solgaleo.png"
Lunala,"Tipo psíquico,Tipo fantasma",Séptima generación,Corona lunar,Guardia espectro,"120,0 kg","4,0 m",137,113,89,137,107,97,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b0/latest/20160602132620/Lunala.png/200px-Lunala.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b0/latest/20160602132620/Lunala.png/200px-Lunala.png"
Nihilego,"Tipo roca,Tipo veneno",Séptima generación,Parásito,Ultraimpulso,"55,5 kg","1,2 m",109,53,47,127,131,103,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/af/latest/20230803052046/Nihilego.png/200px-Nihilego.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/af/latest/20230803052046/Nihilego.png/200px-Nihilego.png"
Buzzwole,"Tipo bicho,Tipo lucha",Séptima generación,Hinchado,Ultraimpulso,"333,6 kg","2,4 m",107,139,139,53,53,79,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e5/latest/20190415113448/Buzzwole.png/200px-Buzzwole.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e5/latest/20190415113448/Buzzwole.png/200px-Buzzwole.png"
Pheromosa,"Tipo bicho,Tipo lucha",Séptima generación,Elegancia,Ultraimpulso,"25,0 kg","1,8 m",71,137,37,137,37,151,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/08/latest/20190413003954/Pheromosa.png/200px-Pheromosa.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/08/latest/20190413003954/Pheromosa.png/200px-Pheromosa.png"
Xurkitree,Tipo eléctrico,Séptima generación,Luminaria,Ultraimpulso,"100,0 kg","3,8 m",83,89,71,173,71,83,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/8c/latest/20230803052248/Xurkitree.png/200px-Xurkitree.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/8c/latest/20230803052248/Xurkitree.png/200px-Xurkitree.png"
Celesteela,"Tipo acero,Tipo volador",Séptima generación,Lanzamiento,Ultraimpulso,"999,9 kg","9,2 m",97,101,103,107,101,61,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c3/latest/20190413003134/Celesteela.png/200px-Celesteela.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c3/latest/20190413003134/Celesteela.png/200px-Celesteela.png"
Kartana,"Tipo planta,Tipo acero",Séptima generación,Desenvaine,Ultraimpulso,"0,1 kg","0,3 m",59,181,131,59,31,109,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a1/latest/20190413003501/Kartana.png/200px-Kartana.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a1/latest/20190413003501/Kartana.png/200px-Kartana.png"
Guzzlord,"Tipo siniestro,Tipo dragón",Séptima generación,Tragaldabas,Ultraimpulso,"888,0 kg","5,5 m",223,101,53,97,53,43,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20230803051738/Guzzlord.png/200px-Guzzlord.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20230803051738/Guzzlord.png/200px-Guzzlord.png"
Necrozma,"Tipo psíquico,Tipo psíquico,Tipo acero,Tipo psíquico,Tipo fantasma,Tipo psíquico,Tipo dragón",Séptima generación,Prisma,"Armadura prisma,Fuerza cerebral","230,0 kg","2,4 m",97,107,101,127,89,79,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/77/latest/20161114210617/Necrozma.png/200px-Necrozma.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/77/latest/20161114210617/Necrozma.png/200px-Necrozma.png"
Magearna,"Tipo acero,Tipo hada",Séptima generación,Artificial,Coránima,"80,5 kg","1,0 m",80,95,115,130,115,65,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a1/latest/20160614170955/Magearna.png/200px-Magearna.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a1/latest/20160614170955/Magearna.png/200px-Magearna.png"
Marshadow,"Tipo lucha,Tipo fantasma",Séptima generación,Morasombra,Experto,"22,2 kg","0,7 m",90,125,80,90,90,125,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/dd/latest/20170615143647/Marshadow.png/200px-Marshadow.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/dd/latest/20170615143647/Marshadow.png/200px-Marshadow.png"
Poipole,Tipo veneno,Séptima generación,Pin veneno,Ultraimpulso,"1,8 kg","0,6 m",67,73,67,73,67,73,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/af/latest/20190413004549/Poipole.png/200px-Poipole.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/af/latest/20190413004549/Poipole.png/200px-Poipole.png"
Naganadel,"Tipo veneno,Tipo dragón",Séptima generación,Pin veneno,Ultraimpulso,"150,0 kg","3,6 m",73,73,73,127,73,121,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/86/latest/20171215020859/Naganadel.png/200px-Naganadel.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/86/latest/20171215020859/Naganadel.png/200px-Naganadel.png"
Stakataka,"Tipo roca,Tipo acero",Séptima generación,Muro,Ultraimpulso,"820,0 kg","5,5 m",61,131,211,53,101,13,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b0/latest/20190406154106/Stakataka.png/200px-Stakataka.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b0/latest/20190406154106/Stakataka.png/200px-Stakataka.png"
Blacephalon,"Tipo fuego,Tipo fantasma",Séptima generación,Pirotecnia,Ultraimpulso,"13,0 kg","1,8 m",53,127,53,151,79,107,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d2/latest/20190413004323/Blacephalon.png/200px-Blacephalon.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d2/latest/20190413004323/Blacephalon.png/200px-Blacephalon.png"
Zeraora,Tipo eléctrico,Séptima generación,Fulgor,Absorbe electricidad,"44,5 kg","1,5 m",88,112,75,102,80,143,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/ef/latest/20230803052238/Zeraora.png/200px-Zeraora.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/ef/latest/20230803052238/Zeraora.png/200px-Zeraora.png"
Meltan,Tipo acero,Séptima generación,Tuerca,Imán (habilidad),"8,0 kg","0,2 m",46,65,65,55,35,34,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/30/latest/20180925133035/Meltan.png/200px-Meltan.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/30/latest/20180925133035/Meltan.png/200px-Meltan.png"
Melmetal,Tipo acero,Séptima generación,Tuerca,Puño férreo,"800,0 kg","2,5 m",135,143,143,80,65,34,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4b/latest/20190227001554/Melmetal.png/200px-Melmetal.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4b/latest/20190227001554/Melmetal.png/200px-Melmetal.png"
Grookey,Tipo planta,Octava generación,Chimpancé,Espesura,"5,0 kg","0,3 m",50,65,50,40,40,65,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7a/latest/20190816174348/Grookey.png/200px-Grookey.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7a/latest/20190816174348/Grookey.png/200px-Grookey.png"
Thwackey,Tipo planta,Octava generación,Ritmo,Espesura,"14,0 kg","0,7 m",70,85,70,55,60,80,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b0/latest/20191128014208/Thwackey.png/200px-Thwackey.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b0/latest/20191128014208/Thwackey.png/200px-Thwackey.png"
Rillaboom,Tipo planta,Octava generación,Percusión,Espesura,"90,0 kg","2,1 m",100,125,90,60,70,85,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/79/latest/20191128015624/Rillaboom.png/200px-Rillaboom.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/79/latest/20191128015624/Rillaboom.png/200px-Rillaboom.png"
Scorbunny,Tipo fuego,Octava generación,Conejo,Mar llamas,"4,5 kg","0,3 m",50,71,40,40,40,69,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cc/latest/20190816174326/Scorbunny.png/200px-Scorbunny.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cc/latest/20190816174326/Scorbunny.png/200px-Scorbunny.png"
Raboot,Tipo fuego,Octava generación,Conejo,Mar llamas,"9,0 kg","0,6 m",65,86,60,55,60,94,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1b/latest/20191128012730/Raboot.png/200px-Raboot.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1b/latest/20191128012730/Raboot.png/200px-Raboot.png"
Cinderace,Tipo fuego,Octava generación,Delantero,Mar llamas,"33,0 kg","1,4 m",80,116,75,65,75,119,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/36/latest/20191128020743/Cinderace.png/200px-Cinderace.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/36/latest/20191128020743/Cinderace.png/200px-Cinderace.png"
Sobble,Tipo agua,Octava generación,Acuartija,Torrente,"4,0 kg","0,3 m",50,40,40,70,40,70,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0c/latest/20190816173358/Sobble.png/200px-Sobble.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0c/latest/20190816173358/Sobble.png/200px-Sobble.png"
Drizzile,Tipo agua,Octava generación,Acuartija,Torrente,"11,5 kg","0,7 m",65,60,55,95,55,90,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b3/latest/20191128013732/Drizzile.png/200px-Drizzile.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b3/latest/20191128013732/Drizzile.png/200px-Drizzile.png"
Inteleon,Tipo agua,Octava generación,Agente,Torrente,"45,2 kg","1,9 m",70,85,65,125,65,120,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/66/latest/20191128020244/Inteleon.png/200px-Inteleon.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/66/latest/20191128020244/Inteleon.png/200px-Inteleon.png"
Skwovet,Tipo normal,Octava generación,Abazón,Carrillo,"2,5 kg","0,3 m",70,55,55,35,35,25,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/80/latest/20220313072549/Skwovet.png/200px-Skwovet.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/80/latest/20220313072549/Skwovet.png/200px-Skwovet.png"
Greedent,Tipo normal,Octava generación,Avaricia,Carrillo,"6,0 kg","0,6 m",120,95,95,55,75,20,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9d/latest/20220313074325/Greedent.png/200px-Greedent.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9d/latest/20220313074325/Greedent.png/200px-Greedent.png"
Rookidee,Tipo volador,Octava generación,Pajarito,"Vista lince,Nerviosismo","1,8 kg","0,2 m",38,47,35,33,35,57,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b9/latest/20220313073848/Rookidee.png/200px-Rookidee.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b9/latest/20220313073848/Rookidee.png/200px-Rookidee.png"
Corvisquire,Tipo volador,Octava generación,Cuervo,"Vista lince,Nerviosismo","16,0 kg","0,8 m",68,67,55,43,55,77,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/82/latest/20220313073857/Corvisquire.png/200px-Corvisquire.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/82/latest/20220313073857/Corvisquire.png/200px-Corvisquire.png"
Corviknight,"Tipo volador,Tipo acero",Octava generación,Cuervo,"Presión,Nerviosismo","75,0 kg","2,2 m",98,87,105,53,85,67,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2e/latest/20200307053132/Corviknight.png/200px-Corviknight.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2e/latest/20200307053132/Corviknight.png/200px-Corviknight.png"
Blipbug,Tipo bicho,Octava generación,Pupa,"Enjambre,Ojo compuesto","8,0 kg","0,4 m",25,20,20,25,45,45,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/90/latest/20220313073424/Blipbug.png/200px-Blipbug.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/90/latest/20220313073424/Blipbug.png/200px-Blipbug.png"
Dottler,"Tipo bicho,Tipo psíquico",Octava generación,Radomo,"Enjambre,Ojo compuesto","19,5 kg","0,4 m",50,35,80,50,90,30,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/35/latest/20220313073949/Dottler.png/200px-Dottler.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/35/latest/20220313073949/Dottler.png/200px-Dottler.png"
Orbeetle,"Tipo bicho,Tipo psíquico",Octava generación,Siete puntos,"Enjambre,Cacheo","40,8 kg","0,4 m",60,45,110,80,120,90,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6f/latest/20220313073954/Orbeetle.png/200px-Orbeetle.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6f/latest/20220313073954/Orbeetle.png/200px-Orbeetle.png"
Nickit,Tipo siniestro,Octava generación,Zorro,"Fuga,Liviano","8,9 kg","0,6 m",40,28,28,47,52,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/01/latest/20220313074803/Nickit.png/200px-Nickit.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/01/latest/20220313074803/Nickit.png/200px-Nickit.png"
Thievul,Tipo siniestro,Octava generación,Zorro,"Fuga,Liviano","19,9 kg","1,2 m",70,58,58,87,92,90,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/56/latest/20220313074811/Thievul.png/200px-Thievul.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/56/latest/20220313074811/Thievul.png/200px-Thievul.png"
Gossifleur,Tipo planta,Octava generación,Adornofloral,"Pelusa,Regeneración","2,2 kg","0,4 m",40,40,60,40,60,10,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/83/latest/20190606203707/Gossifleur.png/200px-Gossifleur.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/83/latest/20190606203707/Gossifleur.png/200px-Gossifleur.png"
Eldegoss,Tipo planta,Octava generación,Adornalgodón,"Pelusa,Regeneración","2,5 kg","0,5 m",60,50,90,80,120,60,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/da/latest/20240117215032/Eldegoss.png/200px-Eldegoss.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/da/latest/20240117215032/Eldegoss.png/200px-Eldegoss.png"
Wooloo,Tipo normal,Octava generación,Oveja,"Peluche,Fuga","6,0 kg","0,6 m",42,40,55,40,45,48,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2f/latest/20200307052112/Wooloo.png/200px-Wooloo.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2f/latest/20200307052112/Wooloo.png/200px-Wooloo.png"
Dubwool,Tipo normal,Octava generación,Oveja,"Peluche,Impasible","43,0 kg","1,3 m",72,80,100,60,90,88,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c2/latest/20220313074113/Dubwool.png/200px-Dubwool.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c2/latest/20220313074113/Dubwool.png/200px-Dubwool.png"
Chewtle,Tipo agua,Octava generación,Mordedura,"Mandíbula fuerte,Caparazón","8,5 kg","0,3 m",50,64,50,38,38,44,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/95/latest/20220313073628/Chewtle.png/200px-Chewtle.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/95/latest/20220313073628/Chewtle.png/200px-Chewtle.png"
Drednaw,"Tipo agua,Tipo roca",Octava generación,Mordisco,"Mandíbula fuerte,Caparazón","115,5 kg","1,0 m",90,115,90,48,68,74,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4e/latest/20200307052728/Drednaw.png/200px-Drednaw.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4e/latest/20200307052728/Drednaw.png/200px-Drednaw.png"
Yamper,Tipo eléctrico,Octava generación,Perrito,Recogebolas,"13,5 kg","0,3 m",59,45,50,40,50,26,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/37/latest/20190709022038/Yamper.png/200px-Yamper.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/37/latest/20190709022038/Yamper.png/200px-Yamper.png"
Boltund,Tipo eléctrico,Octava generación,Perro,Mandíbula fuerte,"34,0 kg","1,0 m",69,90,60,90,60,121,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5e/latest/20220313073432/Boltund.png/200px-Boltund.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5e/latest/20220313073432/Boltund.png/200px-Boltund.png"
Rolycoly,Tipo roca,Octava generación,Carbón,"Combustible,Ignífugo","12,0 kg","0,3 m",30,40,50,40,50,30,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/08/latest/20190708232850/Rolycoly.png/200px-Rolycoly.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/08/latest/20190708232850/Rolycoly.png/200px-Rolycoly.png"
Carkol,"Tipo roca,Tipo fuego",Octava generación,Carbón,"Combustible,Cuerpo llama","78,0 kg","1,1 m",80,60,90,60,70,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/09/latest/20220313073520/Carkol.png/200px-Carkol.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/09/latest/20220313073520/Carkol.png/200px-Carkol.png"
Coalossal,"Tipo roca,Tipo fuego",Octava generación,Carbón,"Combustible,Cuerpo llama","310,5 kg","2,8 m",110,80,120,80,90,30,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a4/latest/20220313073532/Coalossal.png/200px-Coalossal.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a4/latest/20220313073532/Coalossal.png/200px-Coalossal.png"
Applin,"Tipo planta,Tipo dragón",Octava generación,Manzanido,"Maduración,Gula","0,5 kg","0,2 m",40,40,80,40,40,20,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f6/latest/20220313072726/Applin.png/200px-Applin.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f6/latest/20220313072726/Applin.png/200px-Applin.png"
Flapple,"Tipo planta,Tipo dragón",Octava generación,Manzanala,"Maduración,Gula","1,0 kg","0,3 m",70,110,80,95,60,70,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/ef/latest/20220313072657/Flapple.png/200px-Flapple.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/ef/latest/20220313072657/Flapple.png/200px-Flapple.png"
Appletun,"Tipo planta,Tipo dragón",Octava generación,Manzanéctar,"Maduración,Gula","13,0 kg","0,4 m",110,85,80,100,80,30,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e5/latest/20220313072627/Appletun.png/200px-Appletun.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e5/latest/20220313072627/Appletun.png/200px-Appletun.png"
Silicobra,Tipo tierra,Octava generación,Serpiente Arena,"Expulsarena,Mudar","7,6 kg","2,2 m",52,57,75,35,50,46,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/09/latest/20220313075054/Silicobra.png/200px-Silicobra.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/09/latest/20220313075054/Silicobra.png/200px-Silicobra.png"
Sandaconda,Tipo tierra,Octava generación,Serpiente Arena,"Expulsarena,Mudar","65,5 kg","3,8 m",72,107,125,65,70,71,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cc/latest/20240117220145/Sandaconda.png/200px-Sandaconda.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cc/latest/20240117220145/Sandaconda.png/200px-Sandaconda.png"
Cramorant,"Tipo volador,Tipo agua",Octava generación,Tragón,Tragamisil,"18,0 kg","0,8 m",70,85,55,85,95,85,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/91/latest/20190906000333/Cramorant.png/200px-Cramorant.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/91/latest/20190906000333/Cramorant.png/200px-Cramorant.png"
Arrokuda,Tipo agua,Octava generación,Arremetida,Nado rápido,"1,0 kg","0,5 m",41,63,40,40,30,66,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0f/latest/20220313073003/Arrokuda.png/200px-Arrokuda.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0f/latest/20220313073003/Arrokuda.png/200px-Arrokuda.png"
Barraskewda,Tipo agua,Octava generación,Ensarta,Nado rápido,"30,0 kg","1,3 m",61,123,60,60,50,136,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/20/latest/20220313073017/Barraskewda.png/200px-Barraskewda.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/20/latest/20220313073017/Barraskewda.png/200px-Barraskewda.png"
Toxel,"Tipo eléctrico,Tipo veneno",Octava generación,Retoño,"Cobardía,Electricidad estática","11,0 kg","0,4 m",40,38,35,54,35,40,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9a/latest/20220313075306/Toxel.png/200px-Toxel.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9a/latest/20220313075306/Toxel.png/200px-Toxel.png"
Toxtricity,"Tipo eléctrico,Tipo veneno",Octava generación,Punki,"Punk rock,Más,Menos","40,0 kg","1,6 m",75,98,70,114,70,75,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7d/latest/20200205210216/Toxtricity.png/200px-Toxtricity.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7d/latest/20200205210216/Toxtricity.png/200px-Toxtricity.png"
Sizzlipede,"Tipo fuego,Tipo bicho",Octava generación,Radiador,"Absorbe fuego,Humo blanco","1,0 kg","0,7 m",50,65,45,50,50,45,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/94/latest/20220313075209/Sizzlipede.png/200px-Sizzlipede.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/94/latest/20220313075209/Sizzlipede.png/200px-Sizzlipede.png"
Centiskorch,"Tipo fuego,Tipo bicho",Octava generación,Radiador,"Absorbe fuego,Humo blanco","120,0 kg","3,0 m",100,115,65,90,90,65,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/74/latest/20240117215442/Centiskorch.png/200px-Centiskorch.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/74/latest/20240117215442/Centiskorch.png/200px-Centiskorch.png"
Clobbopus,Tipo lucha,Octava generación,Malcriado,Flexibilidad,"4,0 kg","0,6 m",50,68,60,50,50,32,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1f/latest/20220313073632/Clobbopus.png/200px-Clobbopus.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1f/latest/20220313073632/Clobbopus.png/200px-Clobbopus.png"
Grapploct,Tipo lucha,Octava generación,Jiu-Jitsu,Flexibilidad,"39,0 kg","1,6 m",80,118,90,70,80,42,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d8/latest/20220313073711/Grapploct.png/200px-Grapploct.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d8/latest/20220313073711/Grapploct.png/200px-Grapploct.png"
Sinistea,Tipo fantasma,Octava generación,Té,Armadura frágil,"0,2 kg","0,1 m",40,45,45,74,54,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0b/latest/20230822155901/Sinistea.png/200px-Sinistea.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0b/latest/20230822155901/Sinistea.png/200px-Sinistea.png"
Polteageist,Tipo fantasma,Octava generación,Té,Armadura frágil,"0,4 kg","0,2 m",60,65,65,134,114,70,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/06/latest/20190906001556/Polteageist.png/200px-Polteageist.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/06/latest/20190906001556/Polteageist.png/200px-Polteageist.png"
